,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,ActiveLearner,PassStatus
2273,21.0,94.0,Medium,No,Medium,Yes,Male,21.0,1,18.0,0,61.0,48.0,0,1,D,No,Fail
2274,21.0,94.0,Medium,No,Medium,Yes,Male,23.0,3,19.0,0,59.0,48.0,1,2,D,No,Fail
2275,21.0,94.0,Low,No,Medium,Yes,Male,21.0,1,18.0,0,61.0,48.0,0,1,D,No,Fail
2276,21.0,94.0,Low,No,Medium,Yes,Male,23.0,3,19.0,0,59.0,48.0,1,2,D,No,Fail
2277,21.0,94.0,High,No,Medium,Yes,Male,21.0,1,18.0,0,61.0,48.0,0,1,D,No,Fail
2278,21.0,94.0,High,No,Medium,Yes,Male,23.0,3,19.0,0,59.0,48.0,1,2,D,No,Fail
2281,21.0,94.0,High,No,Low,Yes,Male,21.0,1,18.0,0,61.0,48.0,0,1,D,No,Fail
2282,21.0,94.0,High,No,Low,Yes,Male,23.0,3,19.0,0,59.0,48.0,1,2,D,No,Fail
2283,16.0,71.0,Medium,Yes,Medium,Yes,Male,28.0,0,16.0,0,62.0,60.0,1,2,C,Yes,Pass
2284,16.0,71.0,Medium,Yes,Medium,Yes,Male,20.0,2,1.0,1,77.0,59.0,0,0,C,Yes,Pass
2285,16.0,71.0,Medium,Yes,Medium,Yes,Male,22.0,1,7.0,0,64.0,73.0,1,2,B,Yes,Pass
2286,16.0,71.0,Medium,Yes,Medium,Yes,Male,28.0,2,7.0,1,99.0,75.0,1,2,B,Yes,Pass
2287,16.0,71.0,High,Yes,Low,Yes,Male,28.0,0,16.0,0,62.0,60.0,1,2,C,Yes,Pass
2288,16.0,71.0,High,Yes,Low,Yes,Male,20.0,2,1.0,1,77.0,59.0,0,0,C,Yes,Pass
2289,16.0,71.0,High,Yes,Low,Yes,Male,22.0,1,7.0,0,64.0,73.0,1,2,B,Yes,Pass
2290,16.0,71.0,High,Yes,Low,Yes,Male,28.0,2,7.0,1,99.0,75.0,1,2,B,Yes,Pass
2291,16.0,71.0,Low,Yes,High,Yes,Male,28.0,0,16.0,0,62.0,60.0,1,2,C,Yes,Pass
2292,16.0,71.0,Low,Yes,High,Yes,Male,20.0,2,1.0,1,77.0,59.0,0,0,C,Yes,Pass
2293,16.0,71.0,Low,Yes,High,Yes,Male,22.0,1,7.0,0,64.0,73.0,1,2,B,Yes,Pass
2294,16.0,71.0,Low,Yes,High,Yes,Male,28.0,2,7.0,1,99.0,75.0,1,2,B,Yes,Pass
2295,16.0,71.0,Low,Yes,Low,Yes,Male,28.0,0,16.0,0,62.0,60.0,1,2,C,Yes,Pass
2296,16.0,71.0,Low,Yes,Low,Yes,Male,20.0,2,1.0,1,77.0,59.0,0,0,C,Yes,Pass
2297,16.0,71.0,Low,Yes,Low,Yes,Male,22.0,1,7.0,0,64.0,73.0,1,2,B,Yes,Pass
2298,16.0,71.0,Low,Yes,Low,Yes,Male,28.0,2,7.0,1,99.0,75.0,1,2,B,Yes,Pass
2299,18.0,92.0,Medium,Yes,Medium,Yes,Male,24.0,2,7.0,1,51.0,66.0,1,0,C,Yes,Pass
2300,18.0,92.0,Medium,Yes,Medium,Yes,Male,24.0,1,15.0,1,68.0,43.0,0,2,D,Yes,Fail
2303,18.0,92.0,Medium,Yes,Low,Yes,Male,24.0,2,7.0,1,51.0,66.0,1,0,C,Yes,Pass
2304,18.0,92.0,Medium,Yes,Low,Yes,Male,24.0,1,15.0,1,68.0,43.0,0,2,D,Yes,Fail
2305,18.0,92.0,Medium,No,Medium,Yes,Male,24.0,2,7.0,1,51.0,66.0,1,0,C,No,Pass
2306,18.0,92.0,Medium,No,Medium,Yes,Male,24.0,1,15.0,1,68.0,43.0,0,2,D,No,Fail
2307,17.0,92.0,Low,Yes,Medium,Yes,Female,28.0,0,9.0,0,74.0,56.0,0,1,C,Yes,Pass
2309,17.0,92.0,Medium,Yes,High,Yes,Female,28.0,0,9.0,0,74.0,56.0,0,1,C,Yes,Pass
2310,17.0,92.0,Medium,Yes,High,No,Female,28.0,0,9.0,0,74.0,56.0,0,1,C,Yes,Pass
2311,17.0,92.0,Medium,No,Medium,Yes,Female,28.0,0,9.0,0,74.0,56.0,0,1,C,No,Pass
2312,17.0,92.0,High,No,Medium,Yes,Female,28.0,0,9.0,0,74.0,56.0,0,1,C,No,Pass
2313,17.0,92.0,High,Yes,Medium,Yes,Female,28.0,0,9.0,0,74.0,56.0,0,1,C,Yes,Pass
2314,16.0,78.0,High,No,Medium,Yes,Male,28.0,2,0.0,0,75.0,58.0,0,1,C,No,Pass
2315,16.0,78.0,High,No,Medium,Yes,Male,23.0,2,0.0,1,94.0,63.0,0,1,C,No,Pass
2316,16.0,78.0,Medium,Yes,Medium,Yes,Male,28.0,2,0.0,0,75.0,58.0,0,1,C,Yes,Pass
2317,16.0,78.0,Medium,Yes,Medium,Yes,Male,23.0,2,0.0,1,94.0,63.0,0,1,C,Yes,Pass
2318,16.0,78.0,Low,No,Medium,Yes,Male,28.0,2,0.0,0,75.0,58.0,0,1,C,No,Pass
2319,16.0,78.0,Low,No,Medium,Yes,Male,23.0,2,0.0,1,94.0,63.0,0,1,C,No,Pass
2322,16.0,78.0,Low,Yes,High,Yes,Male,28.0,2,0.0,0,75.0,58.0,0,1,C,Yes,Pass
2323,16.0,78.0,Low,Yes,High,Yes,Male,23.0,2,0.0,1,94.0,63.0,0,1,C,Yes,Pass
2324,12.0,93.0,Medium,Yes,Low,Yes,Male,21.0,2,4.0,1,76.0,44.0,1,1,D,Yes,Fail
2325,12.0,93.0,High,Yes,Low,Yes,Male,21.0,2,4.0,1,76.0,44.0,1,1,D,Yes,Fail
2326,26.0,77.0,Medium,No,Low,Yes,Female,29.0,3,4.0,0,60.0,62.0,1,2,C,No,Pass
2327,26.0,77.0,Medium,No,Low,Yes,Female,22.0,0,20.0,1,88.0,61.0,1,1,C,No,Pass
2328,26.0,77.0,Medium,No,Low,Yes,Female,21.0,3,18.0,1,86.0,63.0,0,2,C,No,Pass
2329,26.0,77.0,Medium,Yes,Medium,Yes,Female,29.0,3,4.0,0,60.0,62.0,1,2,C,Yes,Pass
2330,26.0,77.0,Medium,Yes,Medium,Yes,Female,22.0,0,20.0,1,88.0,61.0,1,1,C,Yes,Pass
2331,26.0,77.0,Medium,Yes,Medium,Yes,Female,21.0,3,18.0,1,86.0,63.0,0,2,C,Yes,Pass
2332,26.0,77.0,Medium,Yes,Low,Yes,Female,29.0,3,4.0,0,60.0,62.0,1,2,C,Yes,Pass
2333,26.0,77.0,Medium,Yes,Low,Yes,Female,22.0,0,20.0,1,88.0,61.0,1,1,C,Yes,Pass
2334,26.0,77.0,Medium,Yes,Low,Yes,Female,21.0,3,18.0,1,86.0,63.0,0,2,C,Yes,Pass
2335,26.0,77.0,Low,Yes,Low,Yes,Female,29.0,3,4.0,0,60.0,62.0,1,2,C,Yes,Pass
2336,26.0,77.0,Low,Yes,Low,Yes,Female,22.0,0,20.0,1,88.0,61.0,1,1,C,Yes,Pass
2337,26.0,77.0,Low,Yes,Low,Yes,Female,21.0,3,18.0,1,86.0,63.0,0,2,C,Yes,Pass
2338,26.0,77.0,Low,No,High,No,Female,29.0,3,4.0,0,60.0,62.0,1,2,C,No,Pass
2339,26.0,77.0,Low,No,High,No,Female,22.0,0,20.0,1,88.0,61.0,1,1,C,No,Pass
2340,26.0,77.0,Low,No,High,No,Female,21.0,3,18.0,1,86.0,63.0,0,2,C,No,Pass
2341,26.0,77.0,Medium,Yes,High,Yes,Female,29.0,3,4.0,0,60.0,62.0,1,2,C,Yes,Pass
2342,26.0,77.0,Medium,Yes,High,Yes,Female,22.0,0,20.0,1,88.0,61.0,1,1,C,Yes,Pass
2343,26.0,77.0,Medium,Yes,High,Yes,Female,21.0,3,18.0,1,86.0,63.0,0,2,C,Yes,Pass
2344,26.0,71.0,Medium,Yes,Low,No,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,Yes,Pass
2345,26.0,71.0,Medium,Yes,Low,No,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,Yes,Pass
2346,26.0,71.0,Low,No,Low,Yes,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,No,Pass
2347,26.0,71.0,Low,No,Low,Yes,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,No,Pass
2348,26.0,71.0,Low,Yes,Low,Yes,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,Yes,Pass
2349,26.0,71.0,Low,Yes,Low,Yes,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,Yes,Pass
2350,26.0,71.0,Medium,Yes,Low,Yes,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,Yes,Pass
2351,26.0,71.0,Medium,Yes,Low,Yes,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,Yes,Pass
2352,26.0,71.0,Low,Yes,Medium,Yes,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,Yes,Pass
2353,26.0,71.0,Low,Yes,Medium,Yes,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,Yes,Pass
2354,26.0,71.0,High,No,Medium,No,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,No,Pass
2355,26.0,71.0,High,No,Medium,No,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,No,Pass
2356,26.0,71.0,Medium,Yes,Medium,Yes,Male,29.0,2,17.0,0,72.0,55.0,0,1,C,Yes,Pass
2357,26.0,71.0,Medium,Yes,Medium,Yes,Male,29.0,0,1.0,1,69.0,88.0,0,2,A,Yes,Pass
2358,11.0,81.0,Medium,Yes,High,Yes,Male,22.0,2,0.0,1,82.0,74.0,1,1,B,Yes,Pass
2359,11.0,81.0,Medium,Yes,High,Yes,Male,26.0,0,13.0,1,76.0,75.0,1,2,B,Yes,Pass
2360,11.0,81.0,High,Yes,Medium,Yes,Male,22.0,2,0.0,1,82.0,74.0,1,1,B,Yes,Pass
2361,11.0,81.0,High,Yes,Medium,Yes,Male,26.0,0,13.0,1,76.0,75.0,1,2,B,Yes,Pass
2364,17.0,78.0,High,Yes,Medium,No,Male,25.0,1,14.0,1,54.0,57.0,1,2,C,Yes,Pass
2365,17.0,78.0,Medium,No,Low,Yes,Male,25.0,1,14.0,1,54.0,57.0,1,2,C,No,Pass
2366,17.0,78.0,Medium,Yes,Low,Yes,Male,25.0,1,14.0,1,54.0,57.0,1,2,C,Yes,Pass
2367,17.0,78.0,Low,Yes,High,Yes,Male,25.0,1,14.0,1,54.0,57.0,1,2,C,Yes,Pass
2368,17.0,78.0,Medium,Yes,Medium,Yes,Male,25.0,1,14.0,1,54.0,57.0,1,2,C,Yes,Pass
2369,28.0,78.0,Medium,No,High,Yes,Female,26.0,2,17.0,1,79.0,92.0,1,0,A,No,Pass
2370,28.0,78.0,Medium,No,High,Yes,Female,19.0,0,3.0,1,52.0,40.0,1,2,D,No,Fail
2371,28.0,78.0,High,Yes,Medium,Yes,Female,26.0,2,17.0,1,79.0,92.0,1,0,A,Yes,Pass
2372,28.0,78.0,High,Yes,Medium,Yes,Female,19.0,0,3.0,1,52.0,40.0,1,2,D,Yes,Fail
2373,28.0,78.0,Low,Yes,Low,No,Female,26.0,2,17.0,1,79.0,92.0,1,0,A,Yes,Pass
2374,28.0,78.0,Low,Yes,Low,No,Female,19.0,0,3.0,1,52.0,40.0,1,2,D,Yes,Fail
2375,28.0,78.0,High,No,Low,Yes,Female,26.0,2,17.0,1,79.0,92.0,1,0,A,No,Pass
2376,28.0,78.0,High,No,Low,Yes,Female,19.0,0,3.0,1,52.0,40.0,1,2,D,No,Fail
2377,16.0,64.0,Low,Yes,Medium,Yes,Female,21.0,0,14.0,1,86.0,67.0,1,2,C,Yes,Pass
2378,16.0,64.0,Low,Yes,Medium,Yes,Female,29.0,2,19.0,1,61.0,48.0,0,0,D,Yes,Fail
2379,16.0,64.0,Low,Yes,Medium,Yes,Female,18.0,2,0.0,0,71.0,55.0,0,1,C,Yes,Pass
2380,16.0,64.0,Low,Yes,Medium,Yes,Female,24.0,1,3.0,1,60.0,66.0,1,1,C,Yes,Pass
2381,16.0,64.0,Medium,Yes,Low,Yes,Female,21.0,0,14.0,1,86.0,67.0,1,2,C,Yes,Pass
2382,16.0,64.0,Medium,Yes,Low,Yes,Female,29.0,2,19.0,1,61.0,48.0,0,0,D,Yes,Fail
2383,16.0,64.0,Medium,Yes,Low,Yes,Female,18.0,2,0.0,0,71.0,55.0,0,1,C,Yes,Pass
2384,16.0,64.0,Medium,Yes,Low,Yes,Female,24.0,1,3.0,1,60.0,66.0,1,1,C,Yes,Pass
2385,16.0,64.0,Medium,Yes,Medium,Yes,Female,21.0,0,14.0,1,86.0,67.0,1,2,C,Yes,Pass
2386,16.0,64.0,Medium,Yes,Medium,Yes,Female,29.0,2,19.0,1,61.0,48.0,0,0,D,Yes,Fail
2387,16.0,64.0,Medium,Yes,Medium,Yes,Female,18.0,2,0.0,0,71.0,55.0,0,1,C,Yes,Pass
2388,16.0,64.0,Medium,Yes,Medium,Yes,Female,24.0,1,3.0,1,60.0,66.0,1,1,C,Yes,Pass
2393,25.0,69.0,Medium,Yes,Low,No,Female,26.0,0,12.0,1,82.0,68.0,0,1,C,Yes,Pass
2394,25.0,69.0,Medium,Yes,Low,No,Female,29.0,0,0.0,0,64.0,57.0,1,2,C,Yes,Pass
2395,25.0,69.0,Medium,Yes,Medium,Yes,Female,26.0,0,12.0,1,82.0,68.0,0,1,C,Yes,Pass
2396,25.0,69.0,Medium,Yes,Medium,Yes,Female,29.0,0,0.0,0,64.0,57.0,1,2,C,Yes,Pass
2397,25.0,69.0,High,Yes,Medium,Yes,Female,26.0,0,12.0,1,82.0,68.0,0,1,C,Yes,Pass
2398,25.0,69.0,High,Yes,Medium,Yes,Female,29.0,0,0.0,0,64.0,57.0,1,2,C,Yes,Pass
2399,25.0,69.0,Medium,Yes,High,Yes,Female,26.0,0,12.0,1,82.0,68.0,0,1,C,Yes,Pass
2400,25.0,69.0,Medium,Yes,High,Yes,Female,29.0,0,0.0,0,64.0,57.0,1,2,C,Yes,Pass
2403,25.0,69.0,Medium,No,Medium,Yes,Female,26.0,0,12.0,1,82.0,68.0,0,1,C,No,Pass
2404,25.0,69.0,Medium,No,Medium,Yes,Female,29.0,0,0.0,0,64.0,57.0,1,2,C,No,Pass
2405,14.0,68.0,Medium,No,Medium,Yes,Male,22.0,3,0.0,0,68.0,92.0,0,0,A,No,Pass
2406,14.0,68.0,Medium,Yes,Medium,Yes,Male,22.0,3,0.0,0,68.0,92.0,0,0,A,Yes,Pass
2407,14.0,68.0,High,No,Medium,Yes,Male,22.0,3,0.0,0,68.0,92.0,0,0,A,No,Pass
2408,14.0,68.0,Low,Yes,High,Yes,Male,22.0,3,0.0,0,68.0,92.0,0,0,A,Yes,Pass
2409,14.0,68.0,High,No,Low,Yes,Male,22.0,3,0.0,0,68.0,92.0,0,0,A,No,Pass
2410,14.0,68.0,High,No,High,Yes,Male,22.0,3,0.0,0,68.0,92.0,0,0,A,No,Pass
2411,14.0,83.0,Low,Yes,Medium,Yes,Female,19.0,2,8.0,1,95.0,58.0,1,2,C,Yes,Pass
2412,14.0,83.0,Low,Yes,Medium,Yes,Female,22.0,0,5.0,1,54.0,68.0,1,1,C,Yes,Pass
2413,14.0,83.0,Low,Yes,Medium,Yes,Female,24.0,3,19.0,0,57.0,94.0,1,1,A,Yes,Pass
2414,14.0,83.0,Low,Yes,Medium,Yes,Female,23.0,1,2.0,1,73.0,56.0,1,2,C,Yes,Pass
2415,14.0,83.0,Medium,Yes,Medium,Yes,Female,19.0,2,8.0,1,95.0,58.0,1,2,C,Yes,Pass
2416,14.0,83.0,Medium,Yes,Medium,Yes,Female,22.0,0,5.0,1,54.0,68.0,1,1,C,Yes,Pass
2417,14.0,83.0,Medium,Yes,Medium,Yes,Female,24.0,3,19.0,0,57.0,94.0,1,1,A,Yes,Pass
2418,14.0,83.0,Medium,Yes,Medium,Yes,Female,23.0,1,2.0,1,73.0,56.0,1,2,C,Yes,Pass
2419,14.0,83.0,Medium,Yes,Low,Yes,Female,19.0,2,8.0,1,95.0,58.0,1,2,C,Yes,Pass
2420,14.0,83.0,Medium,Yes,Low,Yes,Female,22.0,0,5.0,1,54.0,68.0,1,1,C,Yes,Pass
2421,14.0,83.0,Medium,Yes,Low,Yes,Female,24.0,3,19.0,0,57.0,94.0,1,1,A,Yes,Pass
2422,14.0,83.0,Medium,Yes,Low,Yes,Female,23.0,1,2.0,1,73.0,56.0,1,2,C,Yes,Pass
2427,14.0,83.0,Medium,No,Medium,Yes,Female,19.0,2,8.0,1,95.0,58.0,1,2,C,No,Pass
2428,14.0,83.0,Medium,No,Medium,Yes,Female,22.0,0,5.0,1,54.0,68.0,1,1,C,No,Pass
2429,14.0,83.0,Medium,No,Medium,Yes,Female,24.0,3,19.0,0,57.0,94.0,1,1,A,No,Pass
2430,14.0,83.0,Medium,No,Medium,Yes,Female,23.0,1,2.0,1,73.0,56.0,1,2,C,No,Pass
2431,18.0,75.0,High,Yes,Medium,Yes,Female,28.0,0,20.0,1,52.0,63.0,0,1,C,Yes,Pass
2432,18.0,75.0,Medium,Yes,Medium,Yes,Female,28.0,0,20.0,1,52.0,63.0,0,1,C,Yes,Pass
2433,18.0,75.0,Medium,Yes,Low,Yes,Female,28.0,0,20.0,1,52.0,63.0,0,1,C,Yes,Pass
2434,18.0,75.0,Low,Yes,High,Yes,Female,28.0,0,20.0,1,52.0,63.0,0,1,C,Yes,Pass
2436,18.0,75.0,Low,No,Medium,Yes,Female,28.0,0,20.0,1,52.0,63.0,0,1,C,No,Pass
2439,30.0,81.0,Low,Yes,Medium,Yes,Male,23.0,3,7.0,1,76.0,79.0,1,1,B,Yes,Pass
2440,30.0,81.0,Low,Yes,Medium,Yes,Male,19.0,0,20.0,1,65.0,58.0,1,2,C,Yes,Pass
2441,30.0,81.0,High,No,Low,Yes,Male,23.0,3,7.0,1,76.0,79.0,1,1,B,No,Pass
2442,30.0,81.0,High,No,Low,Yes,Male,19.0,0,20.0,1,65.0,58.0,1,2,C,No,Pass
2443,30.0,81.0,High,No,Medium,Yes,Male,23.0,3,7.0,1,76.0,79.0,1,1,B,No,Pass
2444,30.0,81.0,High,No,Medium,Yes,Male,19.0,0,20.0,1,65.0,58.0,1,2,C,No,Pass
2445,11.0,68.0,Medium,No,Medium,Yes,Female,21.0,2,15.0,0,73.0,48.0,1,2,D,No,Fail
2446,11.0,68.0,Medium,No,Medium,Yes,Female,21.0,2,4.0,0,76.0,41.0,1,1,D,No,Fail
2447,11.0,68.0,Medium,No,Low,Yes,Female,21.0,2,15.0,0,73.0,48.0,1,2,D,No,Fail
2448,11.0,68.0,Medium,No,Low,Yes,Female,21.0,2,4.0,0,76.0,41.0,1,1,D,No,Fail
2449,11.0,68.0,High,Yes,Medium,Yes,Female,21.0,2,15.0,0,73.0,48.0,1,2,D,Yes,Fail
2450,11.0,68.0,High,Yes,Medium,Yes,Female,21.0,2,4.0,0,76.0,41.0,1,1,D,Yes,Fail
2451,11.0,68.0,High,Yes,Low,Yes,Female,21.0,2,15.0,0,73.0,48.0,1,2,D,Yes,Fail
2452,11.0,68.0,High,Yes,Low,Yes,Female,21.0,2,4.0,0,76.0,41.0,1,1,D,Yes,Fail
2453,17.0,66.0,High,No,Medium,Yes,Male,22.0,2,18.0,0,70.0,50.0,1,2,D,No,Fail
2454,17.0,66.0,High,No,Medium,Yes,Male,23.0,0,6.0,1,83.0,52.0,1,1,D,No,Fail
2455,17.0,66.0,High,No,Medium,Yes,Male,21.0,3,14.0,1,90.0,41.0,1,1,D,No,Fail
2456,17.0,66.0,High,No,Medium,Yes,Male,28.0,2,0.0,1,65.0,47.0,0,2,D,No,Fail
2457,17.0,66.0,High,No,Low,Yes,Male,22.0,2,18.0,0,70.0,50.0,1,2,D,No,Fail
2458,17.0,66.0,High,No,Low,Yes,Male,23.0,0,6.0,1,83.0,52.0,1,1,D,No,Fail
2459,17.0,66.0,High,No,Low,Yes,Male,21.0,3,14.0,1,90.0,41.0,1,1,D,No,Fail
2460,17.0,66.0,High,No,Low,Yes,Male,28.0,2,0.0,1,65.0,47.0,0,2,D,No,Fail
2461,17.0,66.0,Medium,Yes,Medium,Yes,Male,22.0,2,18.0,0,70.0,50.0,1,2,D,Yes,Fail
2462,17.0,66.0,Medium,Yes,Medium,Yes,Male,23.0,0,6.0,1,83.0,52.0,1,1,D,Yes,Fail
2463,17.0,66.0,Medium,Yes,Medium,Yes,Male,21.0,3,14.0,1,90.0,41.0,1,1,D,Yes,Fail
2464,17.0,66.0,Medium,Yes,Medium,Yes,Male,28.0,2,0.0,1,65.0,47.0,0,2,D,Yes,Fail
2469,29.0,77.0,High,Yes,Medium,Yes,Female,20.0,0,15.0,1,87.0,41.0,0,2,D,Yes,Fail
2470,29.0,77.0,High,Yes,Medium,Yes,Female,29.0,2,17.0,1,100.0,71.0,1,1,B,Yes,Pass
2471,29.0,77.0,Medium,No,Medium,Yes,Female,20.0,0,15.0,1,87.0,41.0,0,2,D,No,Fail
2472,29.0,77.0,Medium,No,Medium,Yes,Female,29.0,2,17.0,1,100.0,71.0,1,1,B,No,Pass
2475,29.0,77.0,Low,Yes,High,Yes,Female,20.0,0,15.0,1,87.0,41.0,0,2,D,Yes,Fail
2476,29.0,77.0,Low,Yes,High,Yes,Female,29.0,2,17.0,1,100.0,71.0,1,1,B,Yes,Pass
2479,11.0,76.0,Medium,Yes,Medium,Yes,Male,27.0,0,14.0,1,89.0,65.0,0,2,C,Yes,Pass
2480,11.0,76.0,Medium,Yes,Medium,Yes,Male,25.0,2,19.0,1,99.0,84.0,1,2,B,Yes,Pass
2481,11.0,76.0,Medium,Yes,Medium,Yes,Male,25.0,1,3.0,1,89.0,94.0,1,1,A,Yes,Pass
2482,11.0,76.0,Medium,Yes,Medium,No,Male,27.0,0,14.0,1,89.0,65.0,0,2,C,Yes,Pass
2483,11.0,76.0,Medium,Yes,Medium,No,Male,25.0,2,19.0,1,99.0,84.0,1,2,B,Yes,Pass
2484,11.0,76.0,Medium,Yes,Medium,No,Male,25.0,1,3.0,1,89.0,94.0,1,1,A,Yes,Pass
2485,27.0,61.0,Medium,No,Medium,Yes,Male,29.0,0,16.0,1,73.0,43.0,0,0,D,No,Fail
2486,27.0,61.0,Medium,No,Medium,Yes,Male,21.0,3,5.0,1,51.0,91.0,0,0,A,No,Pass
2489,27.0,61.0,Medium,Yes,Medium,Yes,Male,29.0,0,16.0,1,73.0,43.0,0,0,D,Yes,Fail
2490,27.0,61.0,Medium,Yes,Medium,Yes,Male,21.0,3,5.0,1,51.0,91.0,0,0,A,Yes,Pass
2491,27.0,61.0,Low,No,High,Yes,Male,29.0,0,16.0,1,73.0,43.0,0,0,D,No,Fail
2492,27.0,61.0,Low,No,High,Yes,Male,21.0,3,5.0,1,51.0,91.0,0,0,A,No,Pass
2493,14.0,82.0,High,Yes,Low,Yes,Female,25.0,1,11.0,0,92.0,79.0,0,1,B,Yes,Pass
2494,14.0,82.0,High,Yes,Low,Yes,Female,27.0,1,12.0,1,85.0,79.0,1,0,B,Yes,Pass
2495,14.0,82.0,High,Yes,Low,Yes,Female,28.0,1,16.0,1,77.0,69.0,1,2,C,Yes,Pass
2496,14.0,82.0,Medium,Yes,High,Yes,Female,25.0,1,11.0,0,92.0,79.0,0,1,B,Yes,Pass
2497,14.0,82.0,Medium,Yes,High,Yes,Female,27.0,1,12.0,1,85.0,79.0,1,0,B,Yes,Pass
2498,14.0,82.0,Medium,Yes,High,Yes,Female,28.0,1,16.0,1,77.0,69.0,1,2,C,Yes,Pass
2499,14.0,82.0,Medium,Yes,Medium,Yes,Female,25.0,1,11.0,0,92.0,79.0,0,1,B,Yes,Pass
2500,14.0,82.0,Medium,Yes,Medium,Yes,Female,27.0,1,12.0,1,85.0,79.0,1,0,B,Yes,Pass
2501,14.0,82.0,Medium,Yes,Medium,Yes,Female,28.0,1,16.0,1,77.0,69.0,1,2,C,Yes,Pass
2505,23.0,82.0,Medium,Yes,Medium,Yes,Male,21.0,1,20.0,1,70.0,65.0,1,2,C,Yes,Pass
2506,23.0,82.0,High,No,Medium,Yes,Male,21.0,1,20.0,1,70.0,65.0,1,2,C,No,Pass
2508,21.0,88.0,High,No,Medium,Yes,Female,23.0,0,10.0,1,61.0,75.0,0,0,B,No,Pass
2509,21.0,88.0,Medium,No,Medium,Yes,Female,23.0,0,10.0,1,61.0,75.0,0,0,B,No,Pass
2510,21.0,88.0,High,Yes,High,Yes,Female,23.0,0,10.0,1,61.0,75.0,0,0,B,Yes,Pass
2511,21.0,88.0,Medium,Yes,Low,Yes,Female,23.0,0,10.0,1,61.0,75.0,0,0,B,Yes,Pass
2512,21.0,88.0,Low,No,High,No,Female,23.0,0,10.0,1,61.0,75.0,0,0,B,No,Pass
2514,20.0,70.0,Medium,Yes,Low,No,Male,29.0,0,5.0,1,51.0,99.0,1,2,A,Yes,Pass
2515,20.0,70.0,High,Yes,Medium,Yes,Male,29.0,0,5.0,1,51.0,99.0,1,2,A,Yes,Pass
2516,20.0,70.0,Medium,No,Low,Yes,Male,29.0,0,5.0,1,51.0,99.0,1,2,A,No,Pass
2517,20.0,70.0,Medium,Yes,Low,Yes,Male,29.0,0,5.0,1,51.0,99.0,1,2,A,Yes,Pass
2519,20.0,70.0,Low,No,Medium,Yes,Male,29.0,0,5.0,1,51.0,99.0,1,2,A,No,Pass
2520,20.0,70.0,Medium,Yes,Medium,Yes,Male,29.0,0,5.0,1,51.0,99.0,1,2,A,Yes,Pass
2521,21.0,98.0,Low,No,Medium,Yes,Female,27.0,3,9.0,0,72.0,45.0,0,0,D,No,Fail
2522,21.0,98.0,Low,No,Medium,Yes,Female,18.0,3,2.0,1,65.0,73.0,1,2,B,No,Pass
2523,21.0,98.0,Low,No,Medium,Yes,Female,24.0,1,19.0,0,89.0,59.0,1,2,C,No,Pass
2524,21.0,98.0,Low,No,Medium,Yes,Female,19.0,2,10.0,0,93.0,86.0,1,2,A,No,Pass
2525,21.0,98.0,Low,No,Medium,Yes,Female,18.0,3,14.0,0,53.0,67.0,0,1,C,No,Pass
2526,21.0,98.0,Low,No,Medium,Yes,Female,28.0,0,6.0,1,67.0,64.0,1,2,C,No,Pass
2527,21.0,98.0,Low,No,Medium,Yes,Female,27.0,0,8.0,1,99.0,49.0,1,2,D,No,Fail
2528,21.0,98.0,Low,No,Medium,Yes,Female,22.0,3,5.0,1,80.0,77.0,1,1,B,No,Pass
2529,21.0,98.0,Medium,Yes,High,No,Female,27.0,3,9.0,0,72.0,45.0,0,0,D,Yes,Fail
2530,21.0,98.0,Medium,Yes,High,No,Female,18.0,3,2.0,1,65.0,73.0,1,2,B,Yes,Pass
2531,21.0,98.0,Medium,Yes,High,No,Female,24.0,1,19.0,0,89.0,59.0,1,2,C,Yes,Pass
2532,21.0,98.0,Medium,Yes,High,No,Female,19.0,2,10.0,0,93.0,86.0,1,2,A,Yes,Pass
2533,21.0,98.0,Medium,Yes,High,No,Female,18.0,3,14.0,0,53.0,67.0,0,1,C,Yes,Pass
2534,21.0,98.0,Medium,Yes,High,No,Female,28.0,0,6.0,1,67.0,64.0,1,2,C,Yes,Pass
2535,21.0,98.0,Medium,Yes,High,No,Female,27.0,0,8.0,1,99.0,49.0,1,2,D,Yes,Fail
2536,21.0,98.0,Medium,Yes,High,No,Female,22.0,3,5.0,1,80.0,77.0,1,1,B,Yes,Pass
2537,21.0,98.0,Medium,Yes,High,Yes,Female,27.0,3,9.0,0,72.0,45.0,0,0,D,Yes,Fail
