ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours
Yes,24.0,77.0,73.0,1,1,91.0,Yes,A,Female,Yes,Reading/Writing,Medium,19.0,Pass,Low,,18.0
Yes,28.0,63.0,73.0,1,1,78.0,Yes,B,Female,Yes,Visual,High,6.0,Pass,High,,18.0
Yes,29.0,92.0,73.0,1,1,78.0,Yes,B,Female,Yes,Auditory,High,4.0,Pass,High,,18.0
Yes,24.0,77.0,73.0,1,1,91.0,Yes,A,Female,Yes,Reading/Writing,High,19.0,Pass,High,,18.0
No,28.0,63.0,73.0,1,1,78.0,No,B,Female,Yes,Visual,Medium,6.0,Pass,Medium,,18.0
No,29.0,92.0,73.0,1,1,78.0,No,B,Female,Yes,Auditory,Medium,4.0,Pass,Medium,,18.0
No,24.0,77.0,73.0,1,1,91.0,No,A,Female,Yes,Reading/Writing,Medium,19.0,Pass,Medium,,18.0
Yes,28.0,63.0,73.0,1,1,78.0,Yes,B,Female,Yes,Visual,Medium,6.0,Pass,Medium,,18.0
Yes,29.0,92.0,73.0,1,1,78.0,Yes,B,Female,Yes,Auditory,Medium,4.0,Pass,Medium,,18.0
Yes,24.0,77.0,73.0,1,1,91.0,Yes,A,Female,Yes,Reading/Writing,Medium,19.0,Pass,Medium,,18.0
No,23.0,68.0,86.0,1,1,69.0,No,C,Male,Yes,Visual,High,19.0,Pass,High,2,8.0
No,28.0,90.0,86.0,1,0,90.0,No,A,Male,Yes,Auditory,High,15.0,Pass,High,2,8.0
No,25.0,85.0,86.0,1,1,91.0,No,A,Male,Yes,Visual,High,9.0,Pass,High,1,8.0
Yes,23.0,68.0,86.0,1,1,69.0,Yes,C,Male,Yes,Visual,Low,19.0,Pass,Low,2,8.0
Yes,28.0,90.0,86.0,1,0,90.0,Yes,A,Male,Yes,Auditory,Low,15.0,Pass,Low,2,8.0
Yes,25.0,85.0,86.0,1,1,91.0,Yes,A,Male,Yes,Visual,Low,9.0,Pass,Low,1,8.0
No,19.0,95.0,94.0,0,1,65.0,No,C,Male,Yes,Kinesthetic,Medium,18.0,Pass,Medium,,14.0
No,19.0,95.0,94.0,0,1,65.0,No,C,Male,Yes,Kinesthetic,High,18.0,Pass,Medium,,14.0
Yes,19.0,95.0,94.0,0,1,65.0,Yes,C,Male,Yes,Kinesthetic,High,18.0,Pass,Medium,,14.0
Yes,19.0,95.0,94.0,0,1,65.0,Yes,C,Male,No,Kinesthetic,Medium,18.0,Pass,Medium,,14.0
No,28.0,95.0,84.0,1,0,95.0,No,A,Male,Yes,Reading/Writing,High,18.0,Pass,Low,1,9.0
No,25.0,66.0,84.0,1,1,82.0,No,B,Male,Yes,Kinesthetic,High,9.0,Pass,Low,,9.0
Yes,28.0,95.0,84.0,1,0,95.0,Yes,A,Male,Yes,Reading/Writing,High,18.0,Pass,High,1,9.0
Yes,25.0,66.0,84.0,1,1,82.0,Yes,B,Male,Yes,Kinesthetic,High,9.0,Pass,High,,9.0
No,28.0,95.0,84.0,1,0,95.0,No,A,Male,Yes,Reading/Writing,Medium,18.0,Pass,Medium,1,9.0
No,25.0,66.0,84.0,1,1,82.0,No,B,Male,Yes,Kinesthetic,Medium,9.0,Pass,Medium,,9.0
Yes,24.0,95.0,82.0,1,1,48.0,Yes,D,Male,Yes,Kinesthetic,Medium,18.0,Fail,High,2,25.0
Yes,25.0,61.0,82.0,0,1,94.0,Yes,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,High,1,25.0
Yes,27.0,92.0,82.0,1,0,44.0,Yes,D,Male,Yes,Visual,Medium,11.0,Fail,High,2,25.0
Yes,18.0,69.0,82.0,1,1,55.0,Yes,C,Male,Yes,Visual,Medium,12.0,Pass,High,2,25.0
No,24.0,95.0,82.0,1,1,48.0,No,D,Male,Yes,Kinesthetic,Medium,18.0,Fail,Low,2,25.0
No,25.0,61.0,82.0,0,1,94.0,No,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,Low,1,25.0
No,27.0,92.0,82.0,1,0,44.0,No,D,Male,Yes,Visual,Medium,11.0,Fail,Low,2,25.0
No,18.0,69.0,82.0,1,1,55.0,No,C,Male,Yes,Visual,Medium,12.0,Pass,Low,2,25.0
Yes,24.0,95.0,82.0,1,1,48.0,Yes,D,Male,No,Kinesthetic,Medium,18.0,Fail,Medium,2,25.0
Yes,25.0,61.0,82.0,0,1,94.0,Yes,A,Male,No,Reading/Writing,Medium,7.0,Pass,Medium,1,25.0
Yes,27.0,92.0,82.0,1,0,44.0,Yes,D,Male,No,Visual,Medium,11.0,Fail,Medium,2,25.0
Yes,18.0,69.0,82.0,1,1,55.0,Yes,C,Male,No,Visual,Medium,12.0,Pass,Medium,2,25.0
Yes,24.0,95.0,82.0,1,1,48.0,Yes,D,Male,Yes,Kinesthetic,Low,18.0,Fail,Medium,2,25.0
Yes,25.0,61.0,82.0,0,1,94.0,Yes,A,Male,Yes,Reading/Writing,Low,7.0,Pass,Medium,1,25.0
Yes,27.0,92.0,82.0,1,0,44.0,Yes,D,Male,Yes,Visual,Low,11.0,Fail,Medium,2,25.0
Yes,18.0,69.0,82.0,1,1,55.0,Yes,C,Male,Yes,Visual,Low,12.0,Pass,Medium,2,25.0
Yes,24.0,95.0,82.0,1,1,48.0,Yes,D,Male,Yes,Kinesthetic,Medium,18.0,Fail,Medium,2,25.0
Yes,25.0,61.0,82.0,0,1,94.0,Yes,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,Medium,1,25.0
Yes,27.0,92.0,82.0,1,0,44.0,Yes,D,Male,Yes,Visual,Medium,11.0,Fail,Medium,2,25.0
Yes,18.0,69.0,82.0,1,1,55.0,Yes,C,Male,Yes,Visual,Medium,12.0,Pass,Medium,2,25.0
No,24.0,95.0,82.0,1,1,48.0,No,D,Male,Yes,Kinesthetic,Low,18.0,Fail,High,2,25.0
No,25.0,61.0,82.0,0,1,94.0,No,A,Male,Yes,Reading/Writing,Low,7.0,Pass,High,1,25.0
No,27.0,92.0,82.0,1,0,44.0,No,D,Male,Yes,Visual,Low,11.0,Fail,High,2,25.0
No,18.0,69.0,82.0,1,1,55.0,No,C,Male,Yes,Visual,Low,12.0,Pass,High,2,25.0
No,24.0,95.0,82.0,1,1,48.0,No,D,Male,Yes,Kinesthetic,Medium,18.0,Fail,High,2,25.0
No,25.0,61.0,82.0,0,1,94.0,No,A,Male,Yes,Reading/Writing,Medium,7.0,Pass,High,1,25.0
No,27.0,92.0,82.0,1,0,44.0,No,D,Male,Yes,Visual,Medium,11.0,Fail,High,2,25.0
No,18.0,69.0,82.0,1,1,55.0,No,C,Male,Yes,Visual,Medium,12.0,Pass,High,2,25.0
No,26.0,76.0,86.0,1,0,40.0,No,D,Female,Yes,Auditory,Medium,8.0,Fail,Low,1,7.0
Yes,24.0,95.0,89.0,1,1,82.0,Yes,B,Male,Yes,Auditory,High,8.0,Pass,Medium,2,25.0
Yes,24.0,95.0,89.0,1,1,82.0,Yes,B,Male,Yes,Auditory,High,8.0,Pass,Low,2,25.0
No,24.0,95.0,89.0,1,1,82.0,No,B,Male,Yes,Auditory,Medium,8.0,Pass,High,2,25.0
No,20.0,79.0,84.0,1,0,98.0,No,A,Female,Yes,Reading/Writing,Medium,19.0,Pass,High,,18.0
No,23.0,60.0,84.0,1,1,82.0,No,B,Female,Yes,Visual,Medium,10.0,Pass,High,2,18.0
No,23.0,71.0,84.0,1,1,46.0,No,D,Female,Yes,Kinesthetic,Medium,10.0,Fail,High,2,18.0
No,23.0,98.0,84.0,0,0,47.0,No,D,Female,Yes,Reading/Writing,Medium,18.0,Fail,High,2,18.0
Yes,20.0,79.0,84.0,1,0,98.0,Yes,A,Female,Yes,Reading/Writing,Medium,19.0,Pass,Medium,,18.0
Yes,23.0,60.0,84.0,1,1,82.0,Yes,B,Female,Yes,Visual,Medium,10.0,Pass,Medium,2,18.0
Yes,23.0,71.0,84.0,1,1,46.0,Yes,D,Female,Yes,Kinesthetic,Medium,10.0,Fail,Medium,2,18.0
Yes,23.0,98.0,84.0,0,0,47.0,Yes,D,Female,Yes,Reading/Writing,Medium,18.0,Fail,Medium,2,18.0
Yes,20.0,79.0,84.0,1,0,98.0,Yes,A,Female,Yes,Reading/Writing,Low,19.0,Pass,High,,18.0
Yes,23.0,60.0,84.0,1,1,82.0,Yes,B,Female,Yes,Visual,Low,10.0,Pass,High,2,18.0
Yes,23.0,71.0,84.0,1,1,46.0,Yes,D,Female,Yes,Kinesthetic,Low,10.0,Fail,High,2,18.0
Yes,23.0,98.0,84.0,0,0,47.0,Yes,D,Female,Yes,Reading/Writing,Low,18.0,Fail,High,2,18.0
No,20.0,79.0,84.0,1,0,98.0,No,A,Female,Yes,Reading/Writing,Medium,19.0,Pass,Low,,18.0
No,23.0,60.0,84.0,1,1,82.0,No,B,Female,Yes,Visual,Medium,10.0,Pass,Low,2,18.0
No,23.0,71.0,84.0,1,1,46.0,No,D,Female,Yes,Kinesthetic,Medium,10.0,Fail,Low,2,18.0
No,23.0,98.0,84.0,0,0,47.0,No,D,Female,Yes,Reading/Writing,Medium,18.0,Fail,Low,2,18.0
Yes,20.0,79.0,84.0,1,0,98.0,Yes,A,Female,Yes,Reading/Writing,Low,19.0,Pass,Low,,18.0
Yes,23.0,60.0,84.0,1,1,82.0,Yes,B,Female,Yes,Visual,Low,10.0,Pass,Low,2,18.0
Yes,23.0,71.0,84.0,1,1,46.0,Yes,D,Female,Yes,Kinesthetic,Low,10.0,Fail,Low,2,18.0
Yes,23.0,98.0,84.0,0,0,47.0,Yes,D,Female,Yes,Reading/Writing,Low,18.0,Fail,Low,2,18.0
No,25.0,85.0,71.0,1,1,81.0,No,B,Female,Yes,Reading/Writing,Medium,5.0,Pass,Low,1,24.0
Yes,25.0,85.0,71.0,1,1,81.0,Yes,B,Female,Yes,Reading/Writing,Medium,5.0,Pass,High,1,24.0
Yes,25.0,85.0,71.0,1,1,81.0,Yes,B,Female,Yes,Reading/Writing,Low,5.0,Pass,High,1,24.0
No,25.0,85.0,71.0,1,1,81.0,No,B,Female,No,Reading/Writing,Medium,5.0,Pass,Medium,1,24.0
Yes,28.0,78.0,63.0,1,1,67.0,Yes,C,Female,Yes,Visual,Low,18.0,Pass,High,2,34.0
Yes,23.0,65.0,63.0,1,1,95.0,Yes,A,Female,Yes,Visual,Low,20.0,Pass,High,2,34.0
No,25.0,88.0,73.0,1,1,54.0,No,D,Male,Yes,Reading/Writing,High,13.0,Fail,Medium,2,17.0
No,28.0,94.0,73.0,0,1,51.0,No,D,Male,Yes,Auditory,High,14.0,Fail,Medium,2,17.0
Yes,25.0,88.0,73.0,1,1,54.0,Yes,D,Male,Yes,Reading/Writing,Medium,13.0,Fail,Medium,2,17.0
Yes,28.0,94.0,73.0,0,1,51.0,Yes,D,Male,Yes,Auditory,Medium,14.0,Fail,Medium,2,17.0
Yes,25.0,88.0,73.0,1,1,54.0,Yes,D,Male,Yes,Reading/Writing,Medium,13.0,Fail,High,2,17.0
Yes,28.0,94.0,73.0,0,1,51.0,Yes,D,Male,Yes,Auditory,Medium,14.0,Fail,High,2,17.0
Yes,25.0,88.0,73.0,1,1,54.0,Yes,D,Male,Yes,Reading/Writing,High,13.0,Fail,Medium,2,17.0
Yes,28.0,94.0,73.0,0,1,51.0,Yes,D,Male,Yes,Auditory,High,14.0,Fail,Medium,2,17.0
Yes,25.0,88.0,73.0,1,1,54.0,Yes,D,Male,Yes,Reading/Writing,Low,13.0,Fail,High,2,17.0
Yes,28.0,94.0,73.0,0,1,51.0,Yes,D,Male,Yes,Auditory,Low,14.0,Fail,High,2,17.0
No,25.0,88.0,73.0,1,1,54.0,No,D,Male,Yes,Reading/Writing,Medium,13.0,Fail,Low,2,17.0
No,28.0,94.0,73.0,0,1,51.0,No,D,Male,Yes,Auditory,Medium,14.0,Fail,Low,2,17.0
Yes,29.0,54.0,89.0,0,1,64.0,Yes,C,Male,Yes,Kinesthetic,Low,4.0,Pass,Medium,2,15.0
No,29.0,54.0,89.0,0,1,64.0,No,C,Male,Yes,Kinesthetic,Low,4.0,Pass,Low,2,15.0
Yes,29.0,54.0,89.0,0,1,64.0,Yes,C,Male,Yes,Kinesthetic,Low,4.0,Pass,High,2,15.0
Yes,29.0,54.0,89.0,0,1,64.0,Yes,C,Male,Yes,Kinesthetic,Low,4.0,Pass,Low,2,15.0
No,29.0,54.0,89.0,0,1,64.0,No,C,Male,Yes,Kinesthetic,High,4.0,Pass,Low,2,15.0
Yes,29.0,54.0,89.0,0,1,64.0,Yes,C,Male,Yes,Kinesthetic,High,4.0,Pass,Medium,2,15.0
No,29.0,54.0,89.0,0,1,64.0,No,C,Male,Yes,Kinesthetic,Low,4.0,Pass,Medium,2,15.0
No,29.0,54.0,89.0,0,1,64.0,No,C,Male,Yes,Kinesthetic,Medium,4.0,Pass,Low,2,15.0
Yes,25.0,60.0,86.0,1,1,71.0,Yes,B,Male,Yes,Visual,Low,13.0,Pass,Medium,2,25.0
Yes,18.0,51.0,86.0,1,1,51.0,Yes,D,Male,Yes,Reading/Writing,Low,9.0,Fail,Medium,2,25.0
No,25.0,60.0,86.0,1,1,71.0,No,B,Male,Yes,Visual,Medium,13.0,Pass,Medium,2,25.0
No,18.0,51.0,86.0,1,1,51.0,No,D,Male,Yes,Reading/Writing,Medium,9.0,Fail,Medium,2,25.0
Yes,27.0,67.0,85.0,1,0,81.0,Yes,B,Male,Yes,Kinesthetic,Low,8.0,Pass,Low,2,23.0
Yes,24.0,90.0,85.0,1,1,74.0,Yes,B,Male,Yes,Visual,Low,20.0,Pass,Low,1,23.0
Yes,21.0,85.0,85.0,1,1,97.0,Yes,A,Male,Yes,Visual,Low,10.0,Pass,Low,1,23.0
Yes,21.0,88.0,85.0,0,1,55.0,Yes,C,Male,Yes,Reading/Writing,Low,18.0,Pass,Low,2,23.0
No,27.0,67.0,85.0,1,0,81.0,No,B,Male,No,Kinesthetic,Low,8.0,Pass,High,2,23.0
No,24.0,90.0,85.0,1,1,74.0,No,B,Male,No,Visual,Low,20.0,Pass,High,1,23.0
No,21.0,85.0,85.0,1,1,97.0,No,A,Male,No,Visual,Low,10.0,Pass,High,1,23.0
No,21.0,88.0,85.0,0,1,55.0,No,C,Male,No,Reading/Writing,Low,18.0,Pass,High,2,23.0
Yes,27.0,67.0,85.0,1,0,81.0,Yes,B,Male,Yes,Kinesthetic,Low,8.0,Pass,Medium,2,23.0
Yes,24.0,90.0,85.0,1,1,74.0,Yes,B,Male,Yes,Visual,Low,20.0,Pass,Medium,1,23.0
Yes,21.0,85.0,85.0,1,1,97.0,Yes,A,Male,Yes,Visual,Low,10.0,Pass,Medium,1,23.0
Yes,21.0,88.0,85.0,0,1,55.0,Yes,C,Male,Yes,Reading/Writing,Low,18.0,Pass,Medium,2,23.0
No,27.0,67.0,85.0,1,0,81.0,No,B,Male,Yes,Kinesthetic,Medium,8.0,Pass,High,2,23.0
No,24.0,90.0,85.0,1,1,74.0,No,B,Male,Yes,Visual,Medium,20.0,Pass,High,1,23.0
No,21.0,85.0,85.0,1,1,97.0,No,A,Male,Yes,Visual,Medium,10.0,Pass,High,1,23.0
No,21.0,88.0,85.0,0,1,55.0,No,C,Male,Yes,Reading/Writing,Medium,18.0,Pass,High,2,23.0
Yes,28.0,50.0,60.0,0,1,96.0,Yes,A,Female,Yes,Kinesthetic,High,19.0,Pass,Medium,2,26.0
Yes,22.0,94.0,60.0,0,1,84.0,Yes,B,Female,Yes,Kinesthetic,High,1.0,Pass,Medium,2,26.0
Yes,26.0,92.0,60.0,1,1,62.0,Yes,C,Female,Yes,Kinesthetic,High,4.0,Pass,Medium,1,26.0
Yes,29.0,57.0,88.0,1,1,73.0,Yes,B,Female,Yes,Auditory,Medium,9.0,Pass,Medium,1,17.0
Yes,21.0,65.0,88.0,0,1,74.0,Yes,B,Female,Yes,Reading/Writing,Medium,19.0,Pass,Medium,2,17.0
Yes,24.0,55.0,88.0,0,1,44.0,Yes,D,Female,Yes,Reading/Writing,Medium,4.0,Fail,Medium,1,17.0
No,29.0,57.0,88.0,1,1,73.0,No,B,Female,Yes,Auditory,Medium,9.0,Pass,Medium,1,17.0
No,21.0,65.0,88.0,0,1,74.0,No,B,Female,Yes,Reading/Writing,Medium,19.0,Pass,Medium,2,17.0
No,24.0,55.0,88.0,0,1,44.0,No,D,Female,Yes,Reading/Writing,Medium,4.0,Fail,Medium,1,17.0
Yes,29.0,57.0,88.0,1,1,73.0,Yes,B,Female,Yes,Auditory,Medium,9.0,Pass,High,1,17.0
Yes,21.0,65.0,88.0,0,1,74.0,Yes,B,Female,Yes,Reading/Writing,Medium,19.0,Pass,High,2,17.0
Yes,24.0,55.0,88.0,0,1,44.0,Yes,D,Female,Yes,Reading/Writing,Medium,4.0,Fail,High,1,17.0
Yes,29.0,78.0,98.0,0,0,43.0,Yes,D,Male,No,Visual,Medium,6.0,Fail,High,2,14.0
Yes,18.0,83.0,98.0,0,1,91.0,Yes,A,Male,No,Reading/Writing,Medium,2.0,Pass,High,2,14.0
Yes,24.0,96.0,98.0,0,0,69.0,Yes,C,Male,No,Visual,Medium,4.0,Pass,High,2,14.0
No,29.0,78.0,98.0,0,0,43.0,No,D,Male,Yes,Visual,Medium,6.0,Fail,High,2,14.0
No,18.0,83.0,98.0,0,1,91.0,No,A,Male,Yes,Reading/Writing,Medium,2.0,Pass,High,2,14.0
No,24.0,96.0,98.0,0,0,69.0,No,C,Male,Yes,Visual,Medium,4.0,Pass,High,2,14.0
Yes,29.0,78.0,98.0,0,0,43.0,Yes,D,Male,Yes,Visual,Medium,6.0,Fail,High,2,14.0
Yes,18.0,83.0,98.0,0,1,91.0,Yes,A,Male,Yes,Reading/Writing,Medium,2.0,Pass,High,2,14.0
Yes,24.0,96.0,98.0,0,0,69.0,Yes,C,Male,Yes,Visual,Medium,4.0,Pass,High,2,14.0
Yes,29.0,78.0,98.0,0,0,43.0,Yes,D,Male,Yes,Visual,High,6.0,Fail,Medium,2,14.0
Yes,18.0,83.0,98.0,0,1,91.0,Yes,A,Male,Yes,Reading/Writing,High,2.0,Pass,Medium,2,14.0
Yes,24.0,96.0,98.0,0,0,69.0,Yes,C,Male,Yes,Visual,High,4.0,Pass,Medium,2,14.0
Yes,29.0,78.0,98.0,0,0,43.0,Yes,D,Male,Yes,Visual,Low,6.0,Fail,Medium,2,14.0
Yes,18.0,83.0,98.0,0,1,91.0,Yes,A,Male,Yes,Reading/Writing,Low,2.0,Pass,Medium,2,14.0
Yes,24.0,96.0,98.0,0,0,69.0,Yes,C,Male,Yes,Visual,Low,4.0,Pass,Medium,2,14.0
No,29.0,78.0,98.0,0,0,43.0,No,D,Male,No,Visual,Medium,6.0,Fail,Medium,2,14.0
No,18.0,83.0,98.0,0,1,91.0,No,A,Male,No,Reading/Writing,Medium,2.0,Pass,Medium,2,14.0
No,24.0,96.0,98.0,0,0,69.0,No,C,Male,No,Visual,Medium,4.0,Pass,Medium,2,14.0
Yes,29.0,78.0,98.0,0,0,43.0,Yes,D,Male,Yes,Visual,High,6.0,Fail,High,2,14.0
Yes,18.0,83.0,98.0,0,1,91.0,Yes,A,Male,Yes,Reading/Writing,High,2.0,Pass,High,2,14.0
Yes,24.0,96.0,98.0,0,0,69.0,Yes,C,Male,Yes,Visual,High,4.0,Pass,High,2,14.0
No,26.0,79.0,93.0,1,1,45.0,No,D,Male,Yes,Visual,Medium,15.0,Fail,Low,,17.0
No,19.0,74.0,93.0,1,1,83.0,No,B,Male,Yes,Reading/Writing,Medium,13.0,Pass,Low,2,17.0
Yes,26.0,79.0,93.0,1,1,45.0,Yes,D,Male,Yes,Visual,High,15.0,Fail,Medium,,17.0
Yes,19.0,74.0,93.0,1,1,83.0,Yes,B,Male,Yes,Reading/Writing,High,13.0,Pass,Medium,2,17.0
Yes,26.0,79.0,93.0,1,1,45.0,Yes,D,Male,Yes,Visual,Low,15.0,Fail,Medium,,17.0
Yes,19.0,74.0,93.0,1,1,83.0,Yes,B,Male,Yes,Reading/Writing,Low,13.0,Pass,Medium,2,17.0
No,26.0,79.0,93.0,1,1,45.0,No,D,Male,Yes,Visual,Low,15.0,Fail,Medium,,17.0
No,19.0,74.0,93.0,1,1,83.0,No,B,Male,Yes,Reading/Writing,Low,13.0,Pass,Medium,2,17.0
Yes,26.0,79.0,93.0,1,1,45.0,Yes,D,Male,Yes,Visual,Low,15.0,Fail,Low,,17.0
Yes,19.0,74.0,93.0,1,1,83.0,Yes,B,Male,Yes,Reading/Writing,Low,13.0,Pass,Low,2,17.0
Yes,28.0,51.0,68.0,1,0,81.0,Yes,B,Female,Yes,Kinesthetic,Medium,8.0,Pass,Medium,2,14.0
Yes,24.0,81.0,68.0,0,0,98.0,Yes,A,Female,Yes,Auditory,Medium,5.0,Pass,Medium,2,14.0
Yes,23.0,62.0,68.0,0,1,84.0,Yes,B,Female,Yes,Auditory,Medium,9.0,Pass,Medium,,14.0
Yes,28.0,51.0,68.0,1,0,81.0,Yes,B,Female,Yes,Kinesthetic,High,8.0,Pass,Medium,2,14.0
Yes,24.0,81.0,68.0,0,0,98.0,Yes,A,Female,Yes,Auditory,High,5.0,Pass,Medium,2,14.0
Yes,23.0,62.0,68.0,0,1,84.0,Yes,B,Female,Yes,Auditory,High,9.0,Pass,Medium,,14.0
Yes,28.0,51.0,68.0,1,0,81.0,Yes,B,Female,Yes,Kinesthetic,Low,8.0,Pass,High,2,14.0
Yes,24.0,81.0,68.0,0,0,98.0,Yes,A,Female,Yes,Auditory,Low,5.0,Pass,High,2,14.0
Yes,23.0,62.0,68.0,0,1,84.0,Yes,B,Female,Yes,Auditory,Low,9.0,Pass,High,,14.0
Yes,19.0,71.0,74.0,0,0,70.0,Yes,B,Male,Yes,Kinesthetic,Medium,17.0,Pass,High,2,25.0
Yes,26.0,65.0,74.0,1,1,44.0,Yes,D,Male,Yes,Visual,Medium,1.0,Fail,High,2,25.0
Yes,20.0,53.0,74.0,1,1,76.0,Yes,B,Male,Yes,Auditory,Medium,9.0,Pass,High,2,25.0
Yes,21.0,75.0,74.0,1,1,49.0,Yes,D,Male,Yes,Reading/Writing,Medium,17.0,Fail,High,1,25.0
Yes,24.0,51.0,74.0,1,1,43.0,Yes,D,Male,Yes,Reading/Writing,Medium,9.0,Fail,High,2,25.0
Yes,23.0,57.0,74.0,1,1,72.0,Yes,B,Male,Yes,Auditory,Medium,5.0,Pass,High,2,25.0
Yes,19.0,71.0,74.0,0,0,70.0,Yes,B,Male,Yes,Kinesthetic,Low,17.0,Pass,Medium,2,25.0
Yes,26.0,65.0,74.0,1,1,44.0,Yes,D,Male,Yes,Visual,Low,1.0,Fail,Medium,2,25.0
Yes,20.0,53.0,74.0,1,1,76.0,Yes,B,Male,Yes,Auditory,Low,9.0,Pass,Medium,2,25.0
Yes,21.0,75.0,74.0,1,1,49.0,Yes,D,Male,Yes,Reading/Writing,Low,17.0,Fail,Medium,1,25.0
Yes,24.0,51.0,74.0,1,1,43.0,Yes,D,Male,Yes,Reading/Writing,Low,9.0,Fail,Medium,2,25.0
Yes,23.0,57.0,74.0,1,1,72.0,Yes,B,Male,Yes,Auditory,Low,5.0,Pass,Medium,2,25.0
Yes,19.0,71.0,74.0,0,0,70.0,Yes,B,Male,Yes,Kinesthetic,High,17.0,Pass,Medium,2,25.0
Yes,26.0,65.0,74.0,1,1,44.0,Yes,D,Male,Yes,Visual,High,1.0,Fail,Medium,2,25.0
Yes,20.0,53.0,74.0,1,1,76.0,Yes,B,Male,Yes,Auditory,High,9.0,Pass,Medium,2,25.0
Yes,21.0,75.0,74.0,1,1,49.0,Yes,D,Male,Yes,Reading/Writing,High,17.0,Fail,Medium,1,25.0
Yes,24.0,51.0,74.0,1,1,43.0,Yes,D,Male,Yes,Reading/Writing,High,9.0,Fail,Medium,2,25.0
Yes,23.0,57.0,74.0,1,1,72.0,Yes,B,Male,Yes,Auditory,High,5.0,Pass,Medium,2,25.0
No,19.0,71.0,74.0,0,0,70.0,No,B,Male,Yes,Kinesthetic,High,17.0,Pass,High,2,25.0
No,26.0,65.0,74.0,1,1,44.0,No,D,Male,Yes,Visual,High,1.0,Fail,High,2,25.0
No,20.0,53.0,74.0,1,1,76.0,No,B,Male,Yes,Auditory,High,9.0,Pass,High,2,25.0
No,21.0,75.0,74.0,1,1,49.0,No,D,Male,Yes,Reading/Writing,High,17.0,Fail,High,1,25.0
No,24.0,51.0,74.0,1,1,43.0,No,D,Male,Yes,Reading/Writing,High,9.0,Fail,High,2,25.0
No,23.0,57.0,74.0,1,1,72.0,No,B,Male,Yes,Auditory,High,5.0,Pass,High,2,25.0
Yes,21.0,82.0,79.0,1,1,73.0,Yes,B,Male,Yes,Auditory,Medium,2.0,Pass,Medium,1,28.0
Yes,28.0,67.0,79.0,0,1,42.0,Yes,D,Male,Yes,Kinesthetic,Medium,11.0,Fail,Medium,1,28.0
Yes,18.0,94.0,79.0,1,1,52.0,Yes,D,Male,Yes,Visual,Medium,13.0,Fail,Medium,2,28.0
Yes,18.0,83.0,79.0,0,1,69.0,Yes,C,Male,Yes,Auditory,Medium,12.0,Pass,Medium,1,28.0
Yes,21.0,82.0,79.0,1,1,73.0,Yes,B,Male,Yes,Auditory,Low,2.0,Pass,High,1,28.0
Yes,28.0,67.0,79.0,0,1,42.0,Yes,D,Male,Yes,Kinesthetic,Low,11.0,Fail,High,1,28.0
Yes,18.0,94.0,79.0,1,1,52.0,Yes,D,Male,Yes,Visual,Low,13.0,Fail,High,2,28.0
Yes,18.0,83.0,79.0,0,1,69.0,Yes,C,Male,Yes,Auditory,Low,12.0,Pass,High,1,28.0
No,22.0,64.0,81.0,1,0,52.0,No,D,Female,Yes,Reading/Writing,Low,12.0,Fail,Medium,2,31.0
No,19.0,58.0,81.0,1,1,96.0,No,A,Female,Yes,Reading/Writing,Low,16.0,Pass,Medium,,31.0
No,22.0,89.0,81.0,1,1,90.0,No,A,Female,Yes,Kinesthetic,Low,19.0,Pass,Medium,1,31.0
No,20.0,63.0,81.0,0,1,69.0,No,C,Female,Yes,Auditory,Low,18.0,Pass,Medium,2,31.0
Yes,19.0,99.0,99.0,0,1,47.0,Yes,D,Male,Yes,Reading/Writing,Medium,4.0,Fail,Medium,,13.0
Yes,26.0,71.0,99.0,1,0,85.0,Yes,A,Male,Yes,Auditory,Medium,1.0,Pass,Medium,1,13.0
Yes,29.0,52.0,99.0,1,1,77.0,Yes,B,Male,Yes,Visual,Medium,7.0,Pass,Medium,1,13.0
Yes,20.0,83.0,99.0,0,0,58.0,Yes,C,Male,Yes,Kinesthetic,Medium,6.0,Pass,Medium,1,13.0
Yes,20.0,76.0,99.0,0,1,96.0,Yes,A,Male,Yes,Auditory,Medium,15.0,Pass,Medium,,13.0
Yes,20.0,92.0,99.0,1,1,58.0,Yes,C,Male,Yes,Auditory,Medium,10.0,Pass,Medium,2,13.0
Yes,20.0,73.0,99.0,1,1,71.0,Yes,B,Male,Yes,Auditory,Medium,6.0,Pass,Medium,1,13.0
No,19.0,99.0,99.0,0,1,47.0,No,D,Male,Yes,Reading/Writing,Medium,4.0,Fail,High,,13.0
No,26.0,71.0,99.0,1,0,85.0,No,A,Male,Yes,Auditory,Medium,1.0,Pass,High,1,13.0
No,29.0,52.0,99.0,1,1,77.0,No,B,Male,Yes,Visual,Medium,7.0,Pass,High,1,13.0
No,20.0,83.0,99.0,0,0,58.0,No,C,Male,Yes,Kinesthetic,Medium,6.0,Pass,High,1,13.0
No,20.0,76.0,99.0,0,1,96.0,No,A,Male,Yes,Auditory,Medium,15.0,Pass,High,,13.0
