ActiveLearner,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningStyle,Motivation,OnlineCourses,PassStatus,Resources,StressLevel,StudyHours,Cluster
Yes,28.0,80.0,69.0,1,1,94.0,Yes,A,Male,Yes,2,Low,5.0,Pass,Low,<Na>,18.0,1
Yes,27.0,53.0,69.0,<Na>,1,78.0,Yes,B,Male,Yes,<Na>,Low,1.0,Pass,Low,<Na>,18.0,1
Yes,20.0,66.0,69.0,<Na>,<Na>,85.0,Yes,A,Male,Yes,2,Low,5.0,Pass,Low,<Na>,18.0,1
No,20.0,59.0,69.0,<Na>,<Na>,74.0,No,B,Male,Yes,2,Medium,4.0,Pass,Low,2,18.0,3
No,21.0,99.0,69.0,<Na>,1,92.0,No,A,Male,Yes,3,Medium,14.0,Pass,Low,2,18.0,2
No,28.0,80.0,69.0,1,1,94.0,No,A,Male,Yes,2,Medium,5.0,Pass,Low,<Na>,18.0,1
No,27.0,53.0,69.0,<Na>,1,78.0,No,B,Male,Yes,<Na>,Medium,1.0,Pass,Low,<Na>,18.0,1
No,20.0,66.0,69.0,<Na>,<Na>,85.0,No,A,Male,Yes,2,Medium,5.0,Pass,Low,<Na>,18.0,1
Yes,24.0,57.0,74.0,1,1,70.0,Yes,B,Female,Yes,<Na>,Low,0.0,Pass,High,2,22.0,1
Yes,25.0,98.0,74.0,<Na>,<Na>,81.0,Yes,B,Female,Yes,<Na>,Low,7.0,Pass,High,2,22.0,2
Yes,24.0,57.0,74.0,1,1,70.0,Yes,B,Female,Yes,<Na>,Low,0.0,Pass,Low,2,22.0,1
Yes,25.0,98.0,74.0,<Na>,<Na>,81.0,Yes,B,Female,Yes,<Na>,Low,7.0,Pass,Low,2,22.0,2
No,24.0,57.0,74.0,1,1,70.0,No,B,Female,Yes,<Na>,Medium,0.0,Pass,Low,2,22.0,1
No,25.0,98.0,74.0,<Na>,<Na>,81.0,No,B,Female,Yes,<Na>,Medium,7.0,Pass,Low,2,22.0,2
Yes,24.0,57.0,74.0,1,1,70.0,Yes,B,Female,Yes,<Na>,Medium,0.0,Pass,High,2,22.0,1
Yes,25.0,98.0,74.0,<Na>,<Na>,81.0,Yes,B,Female,Yes,<Na>,Medium,7.0,Pass,High,2,22.0,2
Yes,24.0,57.0,74.0,1,1,70.0,Yes,B,Female,Yes,<Na>,High,0.0,Pass,High,2,22.0,1
Yes,25.0,98.0,74.0,<Na>,<Na>,81.0,Yes,B,Female,Yes,<Na>,High,7.0,Pass,High,2,22.0,2
Yes,27.0,75.0,90.0,1,1,43.0,Yes,D,Male,Yes,1,Low,5.0,Fail,Medium,<Na>,21.0,0
Yes,24.0,95.0,90.0,<Na>,1,59.0,Yes,C,Male,Yes,2,Low,8.0,Pass,Medium,2,21.0,0
Yes,29.0,58.0,90.0,<Na>,<Na>,68.0,Yes,C,Male,Yes,<Na>,Low,10.0,Pass,Medium,1,21.0,1
Yes,19.0,72.0,90.0,1,<Na>,42.0,Yes,D,Male,Yes,1,Low,4.0,Fail,Medium,1,21.0,3
Yes,27.0,75.0,90.0,1,1,43.0,Yes,D,Male,Yes,1,Medium,5.0,Fail,Medium,<Na>,21.0,0
Yes,24.0,95.0,90.0,<Na>,1,59.0,Yes,C,Male,Yes,2,Medium,8.0,Pass,Medium,2,21.0,0
Yes,29.0,58.0,90.0,<Na>,<Na>,68.0,Yes,C,Male,Yes,<Na>,Medium,10.0,Pass,Medium,1,21.0,1
Yes,19.0,72.0,90.0,1,<Na>,42.0,Yes,D,Male,Yes,1,Medium,4.0,Fail,Medium,1,21.0,3
Yes,27.0,75.0,90.0,1,1,43.0,Yes,D,Male,Yes,1,High,5.0,Fail,Medium,<Na>,21.0,0
Yes,24.0,95.0,90.0,<Na>,1,59.0,Yes,C,Male,Yes,2,High,8.0,Pass,Medium,2,21.0,0
Yes,29.0,58.0,90.0,<Na>,<Na>,68.0,Yes,C,Male,Yes,<Na>,High,10.0,Pass,Medium,1,21.0,1
Yes,19.0,72.0,90.0,1,<Na>,42.0,Yes,D,Male,Yes,1,High,4.0,Fail,Medium,1,21.0,3
Yes,27.0,75.0,90.0,1,1,43.0,Yes,D,Male,Yes,1,Medium,5.0,Fail,High,<Na>,21.0,0
Yes,24.0,95.0,90.0,<Na>,1,59.0,Yes,C,Male,Yes,2,Medium,8.0,Pass,High,2,21.0,0
Yes,29.0,58.0,90.0,<Na>,<Na>,68.0,Yes,C,Male,Yes,<Na>,Medium,10.0,Pass,High,1,21.0,1
Yes,19.0,72.0,90.0,1,<Na>,42.0,Yes,D,Male,Yes,1,Medium,4.0,Fail,High,1,21.0,3
Yes,23.0,68.0,70.0,1,1,56.0,Yes,C,Male,Yes,1,Medium,9.0,Pass,High,2,21.0,3
No,23.0,68.0,70.0,1,1,56.0,No,C,Male,Yes,1,Medium,9.0,Pass,High,2,21.0,3
Yes,23.0,68.0,70.0,1,1,56.0,Yes,C,Male,Yes,1,High,9.0,Pass,Medium,2,21.0,3
No,23.0,68.0,70.0,1,1,56.0,No,C,Male,Yes,1,Medium,9.0,Pass,Low,2,21.0,3
Yes,23.0,68.0,70.0,1,1,56.0,Yes,C,Male,Yes,1,Medium,9.0,Pass,Low,2,21.0,3
No,23.0,68.0,70.0,1,1,56.0,No,C,Male,Yes,1,Medium,9.0,Pass,Medium,2,21.0,3
No,23.0,68.0,70.0,1,1,56.0,No,C,Male,Yes,1,Low,9.0,Pass,Medium,2,21.0,3
Yes,23.0,68.0,70.0,1,1,56.0,Yes,C,Male,Yes,1,Medium,9.0,Pass,Medium,2,21.0,3
No,23.0,68.0,70.0,1,1,56.0,No,C,Male,Yes,1,Low,9.0,Pass,Low,2,21.0,3
Yes,23.0,68.0,70.0,1,1,56.0,Yes,C,Male,No,1,Medium,9.0,Pass,Low,2,21.0,3
Yes,22.0,67.0,75.0,1,1,40.0,Yes,D,Male,No,1,Medium,16.0,Fail,High,<Na>,17.0,3
Yes,22.0,67.0,75.0,1,1,40.0,Yes,D,Male,Yes,1,Low,16.0,Fail,Medium,<Na>,17.0,3
Yes,22.0,67.0,75.0,1,1,40.0,Yes,D,Male,Yes,1,Medium,16.0,Fail,Low,<Na>,17.0,3
No,29.0,55.0,99.0,1,1,87.0,No,A,Male,Yes,3,High,16.0,Pass,Medium,2,21.0,1
No,22.0,90.0,99.0,1,1,51.0,No,D,Male,Yes,1,High,20.0,Fail,Medium,1,21.0,3
No,20.0,100.0,99.0,1,1,52.0,No,D,Male,Yes,<Na>,High,15.0,Fail,Medium,<Na>,21.0,2
No,28.0,77.0,99.0,1,1,59.0,No,C,Male,Yes,3,High,3.0,Pass,Medium,2,21.0,0
No,29.0,55.0,99.0,1,1,87.0,No,A,Male,Yes,3,High,16.0,Pass,Low,2,21.0,1
No,22.0,90.0,99.0,1,1,51.0,No,D,Male,Yes,1,High,20.0,Fail,Low,1,21.0,3
No,20.0,100.0,99.0,1,1,52.0,No,D,Male,Yes,<Na>,High,15.0,Fail,Low,<Na>,21.0,2
No,28.0,77.0,99.0,1,1,59.0,No,C,Male,Yes,3,High,3.0,Pass,Low,2,21.0,0
Yes,29.0,55.0,99.0,1,1,87.0,Yes,A,Male,No,3,Medium,16.0,Pass,Medium,2,21.0,1
Yes,22.0,90.0,99.0,1,1,51.0,Yes,D,Male,No,1,Medium,20.0,Fail,Medium,1,21.0,3
Yes,20.0,100.0,99.0,1,1,52.0,Yes,D,Male,No,<Na>,Medium,15.0,Fail,Medium,<Na>,21.0,2
Yes,28.0,77.0,99.0,1,1,59.0,Yes,C,Male,No,3,Medium,3.0,Pass,Medium,2,21.0,0
Yes,29.0,55.0,99.0,1,1,87.0,Yes,A,Male,Yes,3,High,16.0,Pass,Medium,2,21.0,1
Yes,22.0,90.0,99.0,1,1,51.0,Yes,D,Male,Yes,1,High,20.0,Fail,Medium,1,21.0,3
Yes,20.0,100.0,99.0,1,1,52.0,Yes,D,Male,Yes,<Na>,High,15.0,Fail,Medium,<Na>,21.0,2
Yes,28.0,77.0,99.0,1,1,59.0,Yes,C,Male,Yes,3,High,3.0,Pass,Medium,2,21.0,0
Yes,26.0,51.0,63.0,1,1,73.0,Yes,B,Female,Yes,3,Low,17.0,Pass,High,2,12.0,1
No,26.0,51.0,63.0,1,1,73.0,No,B,Female,Yes,3,Low,17.0,Pass,Medium,2,12.0,1
Yes,29.0,75.0,84.0,<Na>,1,57.0,Yes,C,Male,Yes,<Na>,High,13.0,Pass,Medium,1,19.0,0
Yes,28.0,71.0,84.0,<Na>,1,99.0,Yes,A,Male,Yes,1,High,6.0,Pass,Medium,2,19.0,1
Yes,29.0,75.0,84.0,<Na>,1,57.0,Yes,C,Male,Yes,<Na>,Medium,13.0,Pass,Low,1,19.0,0
Yes,28.0,71.0,84.0,<Na>,1,99.0,Yes,A,Male,Yes,1,Medium,6.0,Pass,Low,2,19.0,1
No,29.0,75.0,84.0,<Na>,1,57.0,No,C,Male,Yes,<Na>,Low,13.0,Pass,Medium,1,19.0,0
No,28.0,71.0,84.0,<Na>,1,99.0,No,A,Male,Yes,1,Low,6.0,Pass,Medium,2,19.0,1
Yes,29.0,75.0,84.0,<Na>,1,57.0,Yes,C,Male,Yes,<Na>,Low,13.0,Pass,High,1,19.0,0
Yes,28.0,71.0,84.0,<Na>,1,99.0,Yes,A,Male,Yes,1,Low,6.0,Pass,High,2,19.0,1
Yes,29.0,75.0,84.0,<Na>,1,57.0,Yes,C,Male,Yes,<Na>,Medium,13.0,Pass,Medium,1,19.0,0
Yes,28.0,71.0,84.0,<Na>,1,99.0,Yes,A,Male,Yes,1,Medium,6.0,Pass,Medium,2,19.0,1
No,29.0,75.0,84.0,<Na>,1,57.0,No,C,Male,Yes,<Na>,High,13.0,Pass,Medium,1,19.0,0
No,28.0,71.0,84.0,<Na>,1,99.0,No,A,Male,Yes,1,High,6.0,Pass,Medium,2,19.0,1
No,26.0,85.0,84.0,1,<Na>,92.0,No,A,Male,No,2,Medium,13.0,Pass,Medium,<Na>,22.0,2
No,22.0,68.0,84.0,1,1,87.0,No,A,Male,No,1,Medium,16.0,Pass,Medium,<Na>,22.0,1
No,20.0,78.0,84.0,1,1,48.0,No,D,Male,No,1,Medium,2.0,Fail,Medium,1,22.0,3
No,29.0,66.0,84.0,1,1,89.0,No,A,Male,No,3,Medium,12.0,Pass,Medium,2,22.0,1
No,26.0,85.0,84.0,1,<Na>,92.0,No,A,Male,Yes,2,Medium,13.0,Pass,Medium,<Na>,22.0,2
No,22.0,68.0,84.0,1,1,87.0,No,A,Male,Yes,1,Medium,16.0,Pass,Medium,<Na>,22.0,1
No,20.0,78.0,84.0,1,1,48.0,No,D,Male,Yes,1,Medium,2.0,Fail,Medium,1,22.0,3
No,29.0,66.0,84.0,1,1,89.0,No,A,Male,Yes,3,Medium,12.0,Pass,Medium,2,22.0,1
Yes,26.0,85.0,84.0,1,<Na>,92.0,Yes,A,Male,Yes,2,Medium,13.0,Pass,Medium,<Na>,22.0,2
Yes,22.0,68.0,84.0,1,1,87.0,Yes,A,Male,Yes,1,Medium,16.0,Pass,Medium,<Na>,22.0,1
Yes,20.0,78.0,84.0,1,1,48.0,Yes,D,Male,Yes,1,Medium,2.0,Fail,Medium,1,22.0,3
Yes,29.0,66.0,84.0,1,1,89.0,Yes,A,Male,Yes,3,Medium,12.0,Pass,Medium,2,22.0,1
Yes,26.0,85.0,84.0,1,<Na>,92.0,Yes,A,Male,Yes,2,Medium,13.0,Pass,High,<Na>,22.0,2
Yes,22.0,68.0,84.0,1,1,87.0,Yes,A,Male,Yes,1,Medium,16.0,Pass,High,<Na>,22.0,1
Yes,20.0,78.0,84.0,1,1,48.0,Yes,D,Male,Yes,1,Medium,2.0,Fail,High,1,22.0,3
Yes,29.0,66.0,84.0,1,1,89.0,Yes,A,Male,Yes,3,Medium,12.0,Pass,High,2,22.0,1
No,24.0,71.0,77.0,<Na>,1,94.0,No,A,Male,Yes,3,Medium,6.0,Pass,High,2,29.0,1
Yes,24.0,71.0,77.0,<Na>,1,94.0,Yes,A,Male,Yes,3,Low,6.0,Pass,Low,2,29.0,1
Yes,24.0,71.0,77.0,<Na>,1,94.0,Yes,A,Male,Yes,3,Medium,6.0,Pass,Medium,2,29.0,1
Yes,29.0,71.0,77.0,1,1,59.0,Yes,C,Female,No,2,High,13.0,Pass,Low,<Na>,25.0,0
Yes,22.0,70.0,77.0,1,1,85.0,Yes,A,Female,No,3,High,11.0,Pass,Low,1,25.0,2
Yes,29.0,71.0,77.0,1,1,59.0,Yes,C,Female,Yes,2,Medium,13.0,Pass,Medium,<Na>,25.0,0
Yes,22.0,70.0,77.0,1,1,85.0,Yes,A,Female,Yes,3,Medium,11.0,Pass,Medium,1,25.0,2
No,29.0,71.0,77.0,1,1,59.0,No,C,Female,Yes,2,Low,13.0,Pass,Low,<Na>,25.0,0
No,22.0,70.0,77.0,1,1,85.0,No,A,Female,Yes,3,Low,11.0,Pass,Low,1,25.0,2
No,18.0,95.0,62.0,<Na>,1,98.0,No,A,Male,Yes,1,Low,20.0,Pass,Medium,2,19.0,2
No,22.0,82.0,62.0,1,<Na>,66.0,No,C,Male,Yes,2,Low,16.0,Pass,Medium,2,19.0,2
No,18.0,95.0,62.0,<Na>,1,98.0,No,A,Male,Yes,1,High,20.0,Pass,Low,2,19.0,2
No,22.0,82.0,62.0,1,<Na>,66.0,No,C,Male,Yes,2,High,16.0,Pass,Low,2,19.0,2
Yes,18.0,95.0,62.0,<Na>,1,98.0,Yes,A,Male,Yes,1,Medium,20.0,Pass,High,2,19.0,2
Yes,22.0,82.0,62.0,1,<Na>,66.0,Yes,C,Male,Yes,2,Medium,16.0,Pass,High,2,19.0,2
Yes,18.0,95.0,62.0,<Na>,1,98.0,Yes,A,Male,Yes,1,High,20.0,Pass,Medium,2,19.0,2
Yes,22.0,82.0,62.0,1,<Na>,66.0,Yes,C,Male,Yes,2,High,16.0,Pass,Medium,2,19.0,2
Yes,18.0,95.0,62.0,<Na>,1,98.0,Yes,A,Male,Yes,1,Low,20.0,Pass,Medium,2,19.0,2
Yes,22.0,82.0,62.0,1,<Na>,66.0,Yes,C,Male,Yes,2,Low,16.0,Pass,Medium,2,19.0,2
No,25.0,85.0,66.0,1,<Na>,98.0,No,A,Female,Yes,3,High,9.0,Pass,Medium,2,20.0,2
No,25.0,85.0,66.0,1,<Na>,98.0,No,A,Female,Yes,3,Medium,9.0,Pass,High,2,20.0,2
Yes,25.0,85.0,66.0,1,<Na>,98.0,Yes,A,Female,Yes,3,Low,9.0,Pass,Medium,2,20.0,2
Yes,25.0,85.0,66.0,1,<Na>,98.0,Yes,A,Female,Yes,3,High,9.0,Pass,High,2,20.0,2
No,25.0,85.0,66.0,1,<Na>,98.0,No,A,Female,Yes,3,Low,9.0,Pass,Low,2,20.0,2
Yes,25.0,85.0,66.0,1,<Na>,98.0,Yes,A,Female,Yes,3,Medium,9.0,Pass,Low,2,20.0,2
Yes,26.0,52.0,64.0,1,<Na>,94.0,Yes,A,Male,Yes,2,High,14.0,Pass,Medium,1,18.0,1
Yes,26.0,65.0,64.0,1,1,72.0,Yes,B,Male,Yes,3,High,16.0,Pass,Medium,2,18.0,1
Yes,25.0,57.0,64.0,1,1,99.0,Yes,A,Male,Yes,1,High,0.0,Pass,Medium,1,18.0,1
Yes,28.0,96.0,64.0,1,1,60.0,Yes,C,Male,Yes,2,High,12.0,Pass,Medium,2,18.0,0
Yes,26.0,52.0,64.0,1,<Na>,94.0,Yes,A,Male,Yes,2,Low,14.0,Pass,Low,1,18.0,1
Yes,26.0,65.0,64.0,1,1,72.0,Yes,B,Male,Yes,3,Low,16.0,Pass,Low,2,18.0,1
Yes,25.0,57.0,64.0,1,1,99.0,Yes,A,Male,Yes,1,Low,0.0,Pass,Low,1,18.0,1
Yes,28.0,96.0,64.0,1,1,60.0,Yes,C,Male,Yes,2,Low,12.0,Pass,Low,2,18.0,0
No,26.0,52.0,64.0,1,<Na>,94.0,No,A,Male,Yes,2,Medium,14.0,Pass,High,1,18.0,1
No,26.0,65.0,64.0,1,1,72.0,No,B,Male,Yes,3,Medium,16.0,Pass,High,2,18.0,1
No,25.0,57.0,64.0,1,1,99.0,No,A,Male,Yes,1,Medium,0.0,Pass,High,1,18.0,1
No,28.0,96.0,64.0,1,1,60.0,No,C,Male,Yes,2,Medium,12.0,Pass,High,2,18.0,0
Yes,26.0,52.0,64.0,1,<Na>,94.0,Yes,A,Male,Yes,2,Medium,14.0,Pass,Medium,1,18.0,1
Yes,26.0,65.0,64.0,1,1,72.0,Yes,B,Male,Yes,3,Medium,16.0,Pass,Medium,2,18.0,1
Yes,25.0,57.0,64.0,1,1,99.0,Yes,A,Male,Yes,1,Medium,0.0,Pass,Medium,1,18.0,1
Yes,28.0,96.0,64.0,1,1,60.0,Yes,C,Male,Yes,2,Medium,12.0,Pass,Medium,2,18.0,0
No,26.0,52.0,64.0,1,<Na>,94.0,No,A,Male,Yes,2,Medium,14.0,Pass,Medium,1,18.0,1
No,26.0,65.0,64.0,1,1,72.0,No,B,Male,Yes,3,Medium,16.0,Pass,Medium,2,18.0,1
No,25.0,57.0,64.0,1,1,99.0,No,A,Male,Yes,1,Medium,0.0,Pass,Medium,1,18.0,1
No,28.0,96.0,64.0,1,1,60.0,No,C,Male,Yes,2,Medium,12.0,Pass,Medium,2,18.0,0
Yes,26.0,52.0,64.0,1,<Na>,94.0,Yes,A,Male,Yes,2,Low,14.0,Pass,High,1,18.0,1
Yes,26.0,65.0,64.0,1,1,72.0,Yes,B,Male,Yes,3,Low,16.0,Pass,High,2,18.0,1
Yes,25.0,57.0,64.0,1,1,99.0,Yes,A,Male,Yes,1,Low,0.0,Pass,High,1,18.0,1
Yes,28.0,96.0,64.0,1,1,60.0,Yes,C,Male,Yes,2,Low,12.0,Pass,High,2,18.0,0
Yes,22.0,97.0,64.0,1,1,61.0,Yes,C,Female,Yes,<Na>,High,18.0,Pass,Medium,1,15.0,2
Yes,26.0,79.0,64.0,1,1,55.0,Yes,C,Female,Yes,2,High,6.0,Pass,Medium,1,15.0,0
Yes,22.0,97.0,64.0,1,1,61.0,Yes,C,Female,Yes,<Na>,High,18.0,Pass,High,1,15.0,2
Yes,26.0,79.0,64.0,1,1,55.0,Yes,C,Female,Yes,2,High,6.0,Pass,High,1,15.0,0
No,22.0,97.0,64.0,1,1,61.0,No,C,Female,Yes,<Na>,Low,18.0,Pass,Medium,1,15.0,2
No,26.0,79.0,64.0,1,1,55.0,No,C,Female,Yes,2,Low,6.0,Pass,Medium,1,15.0,0
No,22.0,97.0,64.0,1,1,61.0,No,C,Female,Yes,<Na>,Medium,18.0,Pass,Medium,1,15.0,2
No,26.0,79.0,64.0,1,1,55.0,No,C,Female,Yes,2,Medium,6.0,Pass,Medium,1,15.0,0
Yes,26.0,75.0,84.0,1,1,76.0,Yes,B,Female,Yes,1,Low,6.0,Pass,Medium,<Na>,23.0,1
Yes,24.0,61.0,84.0,1,1,62.0,Yes,C,Female,Yes,1,Low,9.0,Pass,Medium,1,23.0,3
Yes,29.0,87.0,84.0,1,1,49.0,Yes,D,Female,Yes,<Na>,Low,0.0,Fail,Medium,1,23.0,0
Yes,22.0,52.0,84.0,<Na>,1,67.0,Yes,C,Female,Yes,2,Low,13.0,Pass,Medium,1,23.0,3
No,26.0,75.0,84.0,1,1,76.0,No,B,Female,No,1,Medium,6.0,Pass,Low,<Na>,23.0,1
No,24.0,61.0,84.0,1,1,62.0,No,C,Female,No,1,Medium,9.0,Pass,Low,1,23.0,3
No,29.0,87.0,84.0,1,1,49.0,No,D,Female,No,<Na>,Medium,0.0,Fail,Low,1,23.0,0
No,22.0,52.0,84.0,<Na>,1,67.0,No,C,Female,No,2,Medium,13.0,Pass,Low,1,23.0,3
Yes,26.0,75.0,84.0,1,1,76.0,Yes,B,Female,Yes,1,Medium,6.0,Pass,Low,<Na>,23.0,1
Yes,24.0,61.0,84.0,1,1,62.0,Yes,C,Female,Yes,1,Medium,9.0,Pass,Low,1,23.0,3
Yes,29.0,87.0,84.0,1,1,49.0,Yes,D,Female,Yes,<Na>,Medium,0.0,Fail,Low,1,23.0,0
Yes,22.0,52.0,84.0,<Na>,1,67.0,Yes,C,Female,Yes,2,Medium,13.0,Pass,Low,1,23.0,3
Yes,26.0,75.0,84.0,1,1,76.0,Yes,B,Female,No,1,Low,6.0,Pass,Low,<Na>,23.0,1
Yes,24.0,61.0,84.0,1,1,62.0,Yes,C,Female,No,1,Low,9.0,Pass,Low,1,23.0,3
Yes,29.0,87.0,84.0,1,1,49.0,Yes,D,Female,No,<Na>,Low,0.0,Fail,Low,1,23.0,0
Yes,22.0,52.0,84.0,<Na>,1,67.0,Yes,C,Female,No,2,Low,13.0,Pass,Low,1,23.0,3
No,26.0,75.0,84.0,1,1,76.0,No,B,Female,Yes,1,Low,6.0,Pass,Medium,<Na>,23.0,1
No,24.0,61.0,84.0,1,1,62.0,No,C,Female,Yes,1,Low,9.0,Pass,Medium,1,23.0,3
No,29.0,87.0,84.0,1,1,49.0,No,D,Female,Yes,<Na>,Low,0.0,Fail,Medium,1,23.0,0
No,22.0,52.0,84.0,<Na>,1,67.0,No,C,Female,Yes,2,Low,13.0,Pass,Medium,1,23.0,3
Yes,25.0,51.0,68.0,1,1,84.0,Yes,B,Male,Yes,2,Medium,17.0,Pass,High,<Na>,29.0,1
No,25.0,51.0,68.0,1,1,84.0,No,B,Male,Yes,2,Medium,17.0,Pass,Medium,<Na>,29.0,1
No,25.0,51.0,68.0,1,1,84.0,No,B,Male,Yes,2,Low,17.0,Pass,Low,<Na>,29.0,1
Yes,25.0,51.0,68.0,1,1,84.0,Yes,B,Male,Yes,2,Low,17.0,Pass,High,<Na>,29.0,1
Yes,27.0,80.0,69.0,<Na>,<Na>,58.0,Yes,C,Male,Yes,3,Medium,7.0,Pass,High,2,21.0,0
Yes,27.0,80.0,69.0,<Na>,<Na>,58.0,Yes,C,Male,Yes,3,High,7.0,Pass,Medium,2,21.0,0
Yes,27.0,80.0,69.0,<Na>,<Na>,58.0,Yes,C,Male,Yes,3,Low,7.0,Pass,Medium,2,21.0,0
No,27.0,80.0,69.0,<Na>,<Na>,58.0,No,C,Male,Yes,3,Medium,7.0,Pass,Medium,2,21.0,0
Yes,27.0,80.0,69.0,<Na>,<Na>,58.0,Yes,C,Male,Yes,3,Medium,7.0,Pass,Low,2,21.0,0
Yes,27.0,59.0,73.0,1,1,50.0,Yes,D,Female,Yes,2,Medium,15.0,Fail,Medium,1,20.0,0
No,27.0,59.0,73.0,1,1,50.0,No,D,Female,Yes,2,Low,15.0,Fail,High,1,20.0,0
No,21.0,76.0,68.0,1,<Na>,67.0,No,C,Male,Yes,3,Low,3.0,Pass,Low,2,21.0,3
Yes,21.0,76.0,68.0,1,<Na>,67.0,Yes,C,Male,No,3,Medium,3.0,Pass,Medium,2,21.0,3
Yes,21.0,76.0,68.0,1,<Na>,67.0,Yes,C,Male,Yes,3,Low,3.0,Pass,Medium,2,21.0,3
Yes,21.0,76.0,68.0,1,<Na>,67.0,Yes,C,Male,Yes,3,High,3.0,Pass,High,2,21.0,3
Yes,21.0,76.0,68.0,1,<Na>,67.0,Yes,C,Male,Yes,3,Medium,3.0,Pass,High,2,21.0,3
No,25.0,71.0,61.0,1,1,50.0,No,D,Male,Yes,3,Medium,16.0,Fail,Medium,2,20.0,0
No,25.0,64.0,61.0,<Na>,1,52.0,No,D,Male,Yes,1,Medium,20.0,Fail,Medium,2,20.0,0
Yes,25.0,71.0,61.0,1,1,50.0,Yes,D,Male,Yes,3,Medium,16.0,Fail,Low,2,20.0,0
Yes,25.0,64.0,61.0,<Na>,1,52.0,Yes,D,Male,Yes,1,Medium,20.0,Fail,Low,2,20.0,0
Yes,25.0,71.0,61.0,1,1,50.0,Yes,D,Male,Yes,3,Medium,16.0,Fail,Medium,2,20.0,0
Yes,25.0,64.0,61.0,<Na>,1,52.0,Yes,D,Male,Yes,1,Medium,20.0,Fail,Medium,2,20.0,0
Yes,25.0,71.0,61.0,1,1,50.0,Yes,D,Male,Yes,3,Medium,16.0,Fail,High,2,20.0,0
Yes,25.0,64.0,61.0,<Na>,1,52.0,Yes,D,Male,Yes,1,Medium,20.0,Fail,High,2,20.0,0
No,25.0,71.0,61.0,1,1,50.0,No,D,Male,Yes,3,Medium,16.0,Fail,High,2,20.0,0
No,25.0,64.0,61.0,<Na>,1,52.0,No,D,Male,Yes,1,Medium,20.0,Fail,High,2,20.0,0
No,27.0,81.0,81.0,<Na>,1,88.0,No,A,Male,Yes,3,Medium,14.0,Pass,Medium,1,29.0,1
No,19.0,84.0,81.0,<Na>,1,79.0,No,B,Male,Yes,2,Medium,12.0,Pass,Medium,1,29.0,2
Yes,27.0,81.0,81.0,<Na>,1,88.0,Yes,A,Male,Yes,3,Low,14.0,Pass,Medium,1,29.0,1
Yes,19.0,84.0,81.0,<Na>,1,79.0,Yes,B,Male,Yes,2,Low,12.0,Pass,Medium,1,29.0,2
Yes,26.0,55.0,96.0,1,<Na>,69.0,Yes,C,Male,No,2,Medium,2.0,Pass,Medium,<Na>,26.0,1
Yes,24.0,58.0,96.0,1,1,41.0,Yes,D,Male,No,2,Medium,11.0,Fail,Medium,2,26.0,3
Yes,22.0,98.0,96.0,1,1,55.0,Yes,C,Male,No,<Na>,Medium,2.0,Pass,Medium,<Na>,26.0,2
No,26.0,55.0,96.0,1,<Na>,69.0,No,C,Male,Yes,2,Medium,2.0,Pass,Medium,<Na>,26.0,1
No,24.0,58.0,96.0,1,1,41.0,No,D,Male,Yes,2,Medium,11.0,Fail,Medium,2,26.0,3
No,22.0,98.0,96.0,1,1,55.0,No,C,Male,Yes,<Na>,Medium,2.0,Pass,Medium,<Na>,26.0,2
Yes,19.0,83.0,67.0,<Na>,<Na>,51.0,Yes,D,Female,Yes,<Na>,High,1.0,Fail,Medium,2,33.0,3
Yes,26.0,90.0,67.0,1,1,54.0,Yes,D,Female,Yes,1,High,18.0,Fail,Medium,1,33.0,0
Yes,19.0,83.0,67.0,<Na>,<Na>,51.0,Yes,D,Female,Yes,<Na>,Medium,1.0,Fail,Medium,2,33.0,3
Yes,26.0,90.0,67.0,1,1,54.0,Yes,D,Female,Yes,1,Medium,18.0,Fail,Medium,1,33.0,0
Yes,19.0,92.0,92.0,<Na>,1,100.0,Yes,A,Female,Yes,2,Low,5.0,Pass,Low,2,15.0,2
Yes,27.0,70.0,92.0,<Na>,1,93.0,Yes,A,Female,Yes,3,Low,11.0,Pass,Low,1,15.0,1
Yes,26.0,68.0,92.0,1,1,86.0,Yes,A,Female,Yes,2,Low,18.0,Pass,Low,<Na>,15.0,1
Yes,19.0,92.0,92.0,<Na>,1,100.0,Yes,A,Female,Yes,2,Medium,5.0,Pass,High,2,15.0,2
Yes,27.0,70.0,92.0,<Na>,1,93.0,Yes,A,Female,Yes,3,Medium,11.0,Pass,High,1,15.0,1
Yes,26.0,68.0,92.0,1,1,86.0,Yes,A,Female,Yes,2,Medium,18.0,Pass,High,<Na>,15.0,1
Yes,19.0,92.0,92.0,<Na>,1,100.0,Yes,A,Female,Yes,2,Medium,5.0,Pass,Medium,2,15.0,2
Yes,27.0,70.0,92.0,<Na>,1,93.0,Yes,A,Female,Yes,3,Medium,11.0,Pass,Medium,1,15.0,1
Yes,26.0,68.0,92.0,1,1,86.0,Yes,A,Female,Yes,2,Medium,18.0,Pass,Medium,<Na>,15.0,1
No,22.0,76.0,92.0,1,1,83.0,No,B,Male,Yes,<Na>,Medium,16.0,Pass,Medium,1,25.0,2
Yes,22.0,76.0,92.0,1,1,83.0,Yes,B,Male,Yes,<Na>,Low,16.0,Pass,High,1,25.0,2
